Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2007-10-05,32.385581970214844,35.250708662549606,26.76800292891584,28.908800170638344,855215656
2007-10-08,30.727672576904297,33.48012486897146,30.53451718745854,33.48012486897146,126671715
2007-10-09,32.82017517089844,33.10990603070133,29.085854182395227,30.743762670622203,116725709
2007-10-10,33.126007080078125,33.8020487537738,32.83627618174463,33.67327776759036,67931378
2007-10-11,36.82814407348633,38.63092084534956,32.83628402846032,38.63092084534956,106320954
2007-10-12,36.58669662475586,37.95487460321982,35.733598287930164,36.05552251815698,99410791
2007-10-15,37.0695686340332,37.56855361773639,36.747644528305386,37.34320499717687,41814972
2007-10-16,40.8521842956543,41.49603699041757,36.86032553292788,37.117863117732455,138614496
2007-10-17,44.03923034667969,45.069384896307255,34.15615607250487,36.69935789450386,204876259
2007-10-18,42.49399185180664,48.11156939705015,40.67512147794027,44.74746065357477,146617799
2007-10-19,42.3491325378418,44.071427583227674,40.24052677272194,41.52822335000101,110266491
2007-10-22,41.7857666015625,43.089557680577606,40.40149011755646,41.49603573582313,72253405
2007-10-23,44.76356887817383,45.1659741058401,42.81592495644339,42.81592495644339,74594921
2007-10-24,44.07142639160156,46.1961265599384,43.57244136157235,45.713235990139744,63055170
2007-10-25,43.974857330322266,45.00501656382562,38.84016435974172,42.57448612322061,34522489
2007-10-26,45.29473114013672,46.01906036179189,43.540243056688624,44.74745842611391,62370025
2007-10-29,46.21221160888672,47.32285139712434,45.809806521318684,46.035155116906644,43657697
2007-10-30,47.24238204956055,48.513979820564494,45.45570039958244,46.839976862589225,79921711
2007-10-31,48.22425842285156,49.286610944759616,47.32287237369617,47.48383448007225,44655368
2007-11-01,47.14580154418945,49.7855812813992,46.759495189772004,49.415369387691605,50632492
2007-11-02,47.998905181884766,48.28864043902508,45.06939424998914,45.439610552695946,32001693
2007-11-05,48.98076248168945,50.05920905563524,47.67696729836697,47.96670247224413,38833135
2007-11-06,49.62461853027344,52.763378903079875,48.94857696131693,49.83386834851875,81880281
2007-11-07,48.900291442871094,51.25033603130588,47.80575018752306,50.542105509081054,33593141
2007-11-08,48.06329345703125,49.36708906093631,47.00094536470238,47.644793751902014,27990521
2007-11-12,49.22221755981445,50.09141456079059,45.34302871190359,46.61463092326202,35153735
2007-11-13,50.3972282409668,51.41128826324232,48.46568367801341,50.05920968899994,43830531
2007-11-14,49.73729705810547,51.990766234240375,49.47975510386447,51.28253131804759,36738579
2007-11-15,50.574302673339844,51.45959416874133,49.62462459535869,50.670878180833185,29242252
2007-11-16,50.22018051147461,51.3630094977053,49.6407144215067,50.34894929823112,18895294
2007-11-19,52.039066314697266,53.922324017046115,50.976718055104065,51.363024528421136,40716718
2007-11-20,51.23424530029297,53.278464709683135,50.606491404856826,51.829805904562306,26342171
2007-11-21,47.24238204956055,51.8458956419622,46.099548698736555,51.54007031968943,26814499
2007-11-22,45.616661071777344,48.64275147785787,43.63682848602828,46.74339556065289,34096185
2007-11-23,48.642765045166016,48.93249597841272,45.90640472830302,48.610571748943755,27664090
2007-11-26,49.02906799316406,50.44553362821821,48.64276156526375,50.44553362821821,20159123
2007-11-27,47.82184982299805,49.866069304736214,47.322869074569425,49.866069304736214,20573198
2007-11-28,47.11360549926758,49.09344236950106,46.79168137290447,48.86809373449672,16435311
2007-11-29,45.84201431274414,48.546176483920384,45.246453721345695,48.28863889290399,25530967
2007-11-30,47.61259460449219,47.90232546982944,46.035167123099754,46.67901543112734,18437721
2007-12-03,48.28862762451172,48.88418807693316,47.82183593754964,48.192047775635935,16851227
2007-12-04,47.66088104248047,49.0129641986734,47.30676360953702,48.61055901723213,14008727
2007-12-05,49.56022644042969,49.73728731799183,47.64478063564469,47.74135612058759,27725290
2007-12-06,48.642765045166016,51.39521546057492,48.01501105115081,50.63869264804749,24104710
2007-12-07,48.433502197265625,49.640717843276676,47.5643095519633,48.948581746172216,11742386
2007-12-10,48.481788635253906,49.077344791066345,47.85403482633609,48.90028826361544,8330010
2007-12-11,48.256446838378906,49.19002608769424,48.01500370322618,48.916389661245915,11685950
2007-12-12,48.22425842285156,48.65885698334229,47.32287237369617,47.64479658644832,16342131
2007-12-13,47.419437408447266,48.93248262045978,47.24238087712427,48.28863433728435,14620172
2007-12-14,46.952640533447266,47.69306859813399,46.71119745360107,47.25847018113583,10991851
2007-12-17,44.119720458984375,47.48382990463697,43.45977326660754,47.22628793942546,19355678
2007-12-18,43.926551818847656,45.391304657090274,42.55837445942605,43.62072219195642,21607783
2007-12-19,43.12174987792969,45.72933633634023,42.75153798294486,45.34302561421434,19526912
2007-12-20,42.687156677246094,44.03924000523789,42.49400129233638,43.68512252729945,17105204
2007-12-24,43.9909553527832,44.68309152833992,42.97689060209086,43.33100810500116,16711519
2007-12-26,45.32693862915039,45.874211514693656,44.23239722444028,44.23239722444028,20930094
2007-12-27,45.64886474609375,46.90436830324656,45.26255394402678,46.26051987738598,44565277
2007-12-28,46.00297164916992,46.19612700567801,45.069388153776785,45.552274361859205,18354518
2007-12-31,46.340999603271484,46.61463604969977,45.777632246780044,46.357098433282836,11982308
2008-01-01,47.19406509399414,47.62866334045275,46.14781215855137,46.58241040500997,16687746
2008-01-02,46.93655014038086,47.54820512236521,46.24441412480974,47.19408770130831,13437280
2008-01-03,48.86808776855469,49.06124309406674,46.08344528874516,46.6468124411033,31815218
2008-01-04,48.610565185546875,50.22018611556072,48.28864099954411,49.576337743555186,28011310
2008-01-07,48.20815658569336,49.31879232999904,47.693077050792105,48.30473208819789,15858063
2008-01-08,46.56636047363281,48.932504863127825,46.00299296977102,48.256462985218164,13282666
2008-01-09,45.8259162902832,46.82388211418148,45.71324195484086,46.61463227200348,13113527
2008-01-10,44.731361389160156,47.32285285262935,44.42553176665222,46.035156532806084,18023003
2008-01-11,45.40741729736328,45.84201581704376,43.62073546453823,45.34303071430833,11629440
2008-01-14,46.099552154541016,46.58243841510566,44.763567706920696,45.48789709776767,10264240
2008-01-15,44.69917297363281,47.03312280737536,44.32896111465905,46.839971831476184,11558334
2008-01-16,43.78169250488281,44.74746494103277,42.67105682313576,44.37725304711709,14834065
2008-01-17,44.95671081542969,45.95467635485359,43.00906747618508,43.94264645188814,16169395
2008-01-18,42.86420822143555,44.63479085737784,42.493991995365576,44.58649874693374,13254156
2008-01-21,35.572635650634766,42.4940064989103,30.98521325405446,42.4940064989103,33202389
2008-01-22,31.999263763427734,33.80203961720713,25.415914097000133,32.06364814752252,58755707
2008-01-23,35.572635650634766,36.94081360901481,32.51435550837348,32.51435550837348,28425991
2008-01-24,35.653114318847656,38.1802201930335,33.96301224817499,37.488084027842845,29911930
2008-01-25,37.48808288574219,37.66513944596316,35.97503742678064,37.34321525183316,12550722
2008-01-28,37.89048767089844,38.18021856884184,33.96301080338392,36.97300285543077,13601109
2008-01-29,37.262718200683594,38.534319967953394,36.699351102896244,37.98704732641019,7679877
2008-01-30,35.20241928100586,37.50417633343792,34.73562746560564,37.343214240731115,9016102
2008-01-31,32.90065383911133,35.66920218469349,32.51434532612463,35.57262451064989,41538563
2008-02-01,34.04348373413086,34.284926819247026,33.15819242203822,33.46401989321452,9089201
2008-02-04,35.797969818115234,36.2164716034812,34.68733206005035,34.68733206005035,12009385
2008-02-05,36.908607482910156,37.39149365329963,35.08973711438489,35.862354113732984,14593303
2008-02-06,36.58669662475586,37.02129520883742,34.542479072728625,35.89456040304357,12429218
2008-02-07,34.86439514160156,37.327116236255065,34.63904866983149,36.087707366737824,11300078
2008-02-08,33.96299743652344,35.379462442837216,33.335243766064984,35.08973165892353,13514197
