Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8421507477760315,0.8463824314133424,0.7650357767905952,0.7890167906429403,535796800
2000-01-04,0.7711488604545593,0.8322759248125872,0.7612741972199477,0.8144081442752411,512377600
2000-01-05,0.7824332118034363,0.8318057242468626,0.7749102926651642,0.7805524694628402,778321600
2000-01-06,0.7147228717803955,0.8050038469645777,0.7147228717803955,0.7984212724934108,767972800
2000-01-07,0.7485784888267517,0.759863747898158,0.7184851510326266,0.7260080711321768,460734400
2000-01-10,0.7354125380516052,0.7692673610376285,0.7128421203369875,0.7673866184550411,505064000
2000-01-11,0.6977953910827637,0.7476381055639649,0.6808680055564764,0.7217764021916082,441548800
2000-01-12,0.6559465527534485,0.7184850107208633,0.650773670412138,0.7147226724837481,976068800
2000-01-13,0.7278887033462524,0.7429353961121226,0.6959146256131086,0.710843341933401,1032684800
2000-01-14,0.7556308507919312,0.7692669427955907,0.7476377368297926,0.7523395656178686,390376000
2000-01-18,0.7819631695747375,0.7974808654855077,0.7556312665240567,0.7598637535042794,459177600
2000-01-19,0.8017123937606812,0.8181696301176359,0.7777313844230466,0.7946588189232093,597643200
2000-01-20,0.8539062142372131,0.9140928943195694,0.8539062142372131,0.8689528591457408,1831132800
2000-01-21,0.8374486565589905,0.8595481172727322,0.8289845385460394,0.8595481172727322,495924800
2000-01-24,0.7993615865707397,0.8482630523566264,0.7908974164239605,0.8158187744139819,440876800
2000-01-25,0.8445014953613281,0.8510849726274756,0.7702084797191857,0.7899570030013092,497145600
2000-01-26,0.828984797000885,0.8590781870238882,0.825693560045173,0.8275742525272592,367158400
2000-01-27,0.8275740742683411,0.8501445388289692,0.8050036599318243,0.8186397573083714,340144000
2000-01-28,0.7645655274391174,0.834156769598604,0.7570426073550659,0.8139380963137625,423348800
2000-01-31,0.7805525660514832,0.7814929624502058,0.7109613742536139,0.7598637448313472,701680000
2000-02-01,0.7542205452919006,0.7899569589030533,0.7523398532369561,0.7824331862010578,318035200
2000-02-02,0.7434055805206299,0.7683269364771473,0.7297694322701553,0.757982928664344,464195200
2000-02-03,0.7772613167762756,0.7843148923422115,0.7542206511213999,0.754690849313168,475193600
2000-02-04,0.8125274777412415,0.8275741201212646,0.7796121502271274,0.7819630907897847,425320000
2000-02-07,0.8581375479698181,0.8595481422688019,0.7970104891870416,0.8125273780446204,441067200
2000-02-08,0.8642508387565613,0.8736543990913374,0.8369785450006467,0.8576673621296861,408643200
2000-02-09,0.8473224639892578,0.8811781324231233,0.8459119701808508,0.858607720283284,299364800
2000-02-10,0.8539062142372131,0.8567273032071787,0.8275742591904922,0.8492043323217735,302982400
2000-02-11,0.8181695342063904,0.8586077249364347,0.8144080499498981,0.8548462406799425,212251200
2000-02-14,0.8713034987449646,0.8717736968458087,0.817229160200543,0.8224011886375032,367539200
2000-02-15,0.8952845335006714,0.9023381079199119,0.8666017453281123,0.8670719434434405,485744000
2000-02-16,0.8586078882217407,0.8887020783057388,0.8435612451967891,0.885880186103062,378246400
2000-02-17,0.8642508387565613,0.8689526189239494,0.8510848899849863,0.8666017288402553,289497600
2000-02-18,0.8369786739349365,0.868012356426129,0.8341567315002985,0.8623701791768142,233441600
2000-02-22,0.8562571406364441,0.8797679574683714,0.8026529322857373,0.8285146901733081,422296000
2000-02-23,0.8745949268341064,0.8952846511086237,0.8350970745793141,0.8519073876601558,473099200
2000-02-24,0.8667190670967102,0.8962251356555903,0.8407401883507652,0.8825889853850362,376432000
2000-02-25,0.830394983291626,0.8802377322904791,0.828514291620758,0.8637804999040205,249144000
2000-02-28,0.8520251512527466,0.8651910994912587,0.8153484448371728,0.828514393075685,328328000
2000-02-29,0.862369954586029,0.8821184738495345,0.8468523137958958,0.8543759849386794,368961600
2000-03-01,0.9803926348686218,0.9935585843289236,0.8915230787009207,0.8919932768318998,1077003200
2000-03-02,0.9178546071052551,0.962524516446517,0.9079799480997501,0.9554717482253147,311259200
2000-03-03,0.962995171546936,0.9647588417523283,0.9028084944004997,0.9394843568411665,323366400
2000-03-06,0.9455973505973816,0.9714590480958204,0.9404244686773596,0.9479482405048768,210560000
2000-03-07,0.924437403678894,0.9587632680615877,0.911271456310473,0.9512394964720073,273011200
2000-03-08,0.9178546071052551,0.932431145074289,0.8919929167553851,0.9244371773852863,271230400
2000-03-09,0.9197357296943665,0.9404245469957443,0.8896423474976967,0.9093908690266947,276718400
2000-03-10,0.946067750453949,0.9625249877986568,0.910331283150108,0.9155041661734467,248606400
2000-03-13,0.9126821756362915,0.9517098250371835,0.8990460283416609,0.9187953538953644,303956800
2000-03-14,0.8595483899116516,0.9347826187384505,0.8576675969711348,0.9119770500763561,428579200
2000-03-15,0.8745949268341064,0.9046891168916918,0.8586078874681702,0.8698931459596193,443609600
2000-03-16,0.9145627617835999,0.9178548513852378,0.8614287731191455,0.8825886905852175,378100800
2000-03-17,0.9404244422912598,0.9404244422912598,0.8999862039292097,0.9037485919784547,305043200
2000-03-20,0.9253776669502258,0.949828765951942,0.9206757875106919,0.9291399539977538,204489600
2000-03-21,1.0151880979537964,1.0288241369720548,0.9150333440769759,0.9220861109429446,524328000
2000-03-22,1.0847803354263306,1.0861917340570753,0.98979755698726,0.998966977242583,567996800
2000-03-23,1.0631508827209473,1.1313315370894292,1.0532762172873826,1.0683228625442418,562564800
2000-03-24,1.0434014797210693,1.0828993351387686,1.019420466734768,1.071614075743619,446913600
2000-03-27,1.0499845743179321,1.0890122209981674,1.0297650520530022,1.035408132246161,279182400
2000-03-28,1.0466935634613037,1.0683227816453427,1.0316460153096936,1.032586411732989,202966400
2000-03-29,1.0227125883102417,1.0490444927185167,1.006842669832734,1.0485743949377904,239836800
2000-03-30,0.946067750453949,1.0358784137473602,0.9437167595968042,1.0048439281578088,414400000
2000-03-31,1.021772027015686,1.032586181681321,0.9479483125800533,0.9587633712796473,404633600
2000-04-03,1.0029629468917847,1.0495143651786705,0.9738099626070068,1.0194201811421506,328563200
2000-04-04,0.9578229188919067,1.0006120490399548,0.8783570327304894,0.9977909610122732,660329600
2000-04-05,0.9808636903762817,0.9996718175433296,0.9329017707663928,0.9514747486309441,457665600
2000-04-06,0.9418361783027649,1.0118976226149539,0.9272588278925531,0.9827446294146661,259627200
2000-04-07,0.9912075996398926,0.9921478953639983,0.9441867865418145,0.9573527347471322,242435200
2000-04-10,0.9404244422912598,0.9987313117856288,0.9385437505076734,0.9907373421112625,212262400
2000-04-11,0.8985761404037476,0.9394844959607259,0.8882312759351637,0.9291405355264397,541822400
2000-04-12,0.8219308853149414,0.8952843913096932,0.789016470004295,0.8952843913096932,941136000
2000-04-13,0.8562571406364441,0.9028085760443452,0.8162890835013908,0.8388595540455357,529827200
2000-04-14,0.8416802287101746,0.8877605893631547,0.8200501151039531,0.822401055002051,667620800
2000-04-17,0.9319610595703125,0.932431257568211,0.8205202668128739,0.8238124061596216,409561600
2000-04-18,0.9545319676399231,0.9545319676399231,0.8981058680185984,0.9291404588637074,390924800
2000-04-19,0.911271333694458,0.9799221491886807,0.9009264756074086,0.9493586769542761,520150400
2000-04-20,0.8943440318107605,0.938543754370087,0.8807078862813105,0.9305505882484838,722120000
2000-04-24,0.9065699577331543,0.9065699577331543,0.8633106182130379,0.8651913105730389,443620800
2000-04-25,0.9653457403182983,0.9686378295098637,0.9183249350621921,0.9187951330699335,391641600
2000-04-26,0.9126821756362915,0.9629949817280643,0.9028083164452049,0.9526501208304627,366912000
2000-04-27,0.9535908102989197,0.955472406946271,0.8770640085385868,0.881648667634167,326603200
2000-04-28,0.9333718419075012,0.9592336438274905,0.912682219564704,0.9564125554154295,249580800
2000-05-01,0.9352529048919678,0.9413660852127869,0.9169149711015825,0.9394844885094302,226195200
2000-05-02,0.886820375919342,0.9498290335805522,0.8839992876400147,0.9272586197261806,236432000
2000-05-03,0.8656613826751709,0.9122120023804908,0.8397996817432248,0.8948143700938592,489798400
2000-05-04,0.8327460885047913,0.8670719577658238,0.8318056922586012,0.8661315615196338,399515200
2000-05-05,0.8510850071907043,0.863310561433136,0.8329812726714673,0.8336865197040538,284076800
2000-05-08,0.8285145163536072,0.8553165646818516,0.827574120038992,0.8433260596534807,184900800
2000-05-09,0.793248176574707,0.8369785069988853,0.7890165444817235,0.8299249330341022,327140800
2000-05-10,0.7471678853034973,0.7899570231616256,0.7429353986895322,0.782903448011653,535091200
2000-05-11,0.7734994888305664,0.7843145446885516,0.7448167087089337,0.7626844831966768,499744000
2000-05-12,0.8097063302993774,0.831335595977036,0.7881933836690062,0.7974807765469407,306913600
2000-05-15,0.7598634958267212,0.8129974318904254,0.753280070279485,0.8129974318904254,678932800
2000-05-16,0.7951291799545288,0.8205206884752008,0.7730297622482998,0.7863128374030046,440451200
2000-05-17,0.7626845836639404,0.7800821624600908,0.7551608122501128,0.7796119644148032,398092800
2000-05-18,0.7579829096794128,0.789486787878222,0.7570425133955484,0.7749102939095354,373777600
2000-05-19,0.70719975233078,0.7466975960118191,0.7024970684430054,0.7466975960118191,740667200
2000-05-22,0.6766355633735657,0.7053192110640915,0.6470123730752781,0.7053192110640915,755507200
2000-05-23,0.6456019282341003,0.7024973767844248,0.6441913836139974,0.6808681553913031,517585600
2000-05-24,0.6597079634666443,0.6752248018701466,0.624441750463796,0.6484227572250542,678462400
2000-05-25,0.6565340161323547,0.697090197044806,0.6470124262829616,0.6658214108921944,406750400
2000-05-26,0.6498334407806396,0.6761653432098919,0.6413701746399817,0.6620589956080027,181148800
