Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
55,2007-12-26,45.55065155029297,46.10062552308345,44.450707992638826,44.450707992638826,20930094
56,2007-12-27,45.874183654785156,47.135884270570834,45.48596605549941,46.4888578637137,44565277
57,2007-12-28,46.23004913330078,46.42415793326762,45.29185733144917,45.77712713740194,18354518
58,2007-12-31,46.56972122192383,46.84470823418982,46.00357329758154,46.58589950966138,11982308
59,2008-01-01,47.42702865600586,47.863772205170164,46.375611113315955,46.81235466248026,16687746
60,2008-01-02,47.16822814941406,47.782902249932214,46.47267576230332,47.427036911339215,13437280
61,2008-01-03,49.10929870605469,49.30340743857072,46.31091134172383,46.87705925193811,31815218
62,2008-01-04,48.850502014160156,50.46806787013285,48.526988842965615,49.82104152774377,28011310
63,2008-01-07,48.446109771728516,49.56222756165882,47.92848782854883,48.543161966356145,15858063
64,2008-01-08,46.79618453979492,49.17400682120997,46.230036586502166,48.494628399673175,13282666
65,2008-01-09,46.05210876464844,47.055000455333754,45.938878279132204,46.84471777533396,13113527
66,2008-01-10,44.9521598815918,47.55644320720231,44.644820653351026,46.26239068901402,18023003
67,2008-01-11,45.631526947021484,46.068270440536295,43.83602689322203,45.566822582083525,11629440
68,2008-01-14,46.32707977294922,46.81234935299732,44.98450147906813,45.71240584914028,10264240
69,2008-01-15,44.91980743408203,47.265277609880734,44.54776821481673,47.071173243605,11558334
70,2008-01-16,43.99778747558594,44.968326711609436,42.881669986915085,44.596287548719154,14834065
71,2008-01-17,45.178619384765625,46.18151093192193,43.221362380749966,44.159549548891995,16169395
72,2008-01-18,43.075782775878906,44.85510487646661,42.703739189959585,44.806574399745045,13254156
73,2008-01-21,35.748199462890625,42.70372977756315,31.13813647897006,42.70372977756315,33202389
74,2008-01-22,32.15721130371094,33.968885612588906,25.541366393195094,32.221913487464356,58755707
75,2008-01-23,35.748199462890625,37.123129873930544,32.67482560291905,32.67482560291905,28425991
76,2008-01-24,35.8290901184082,38.368669222079895,34.130646081853804,37.67311682755272,29911930
77,2008-01-25,37.6731071472168,37.851037578726256,36.15259397859735,37.527524512035036,12550722
78,2008-01-28,38.07749557495117,38.36865643516992,34.130634707325896,37.155482527653106,13601109
79,2008-01-29,37.4466438293457,38.724522115499425,36.88049599916331,38.174548182437356,7679877
80,2008-01-30,35.376163482666016,37.689281031042924,34.90706778097148,37.52752449775885,9016102
81,2008-01-31,33.06303787231445,35.845250628600176,32.67482270012558,35.74819628706221,41538563
82,2008-02-01,34.211517333984375,34.45415214645339,33.32185635493134,33.62919334526605,9089201
83,2008-02-04,35.974674224853516,36.39524180082375,34.85855418421403,34.85855418421403,12009385
84,2008-02-05,37.09078598022461,37.57605564549223,35.262937785302036,36.03936837214476,14593303
85,2008-02-06,36.767276763916016,37.20402038649606,34.712969613098146,36.071724380954834,12429218
86,2008-02-07,35.036476135253906,37.51135253882172,34.81001741574167,36.26582629055914,11300078
87,2008-02-08,34.13064193725586,35.55409874602265,33.499789616542415,35.262937824126986,13514197
88,2008-02-11,31.72046661376953,34.61591062654492,31.38077741849807,34.61591062654492,15133331
89,2008-02-12,31.154314041137695,32.88510975319275,30.895503159807507,32.67482714621633,10237627
90,2008-02-13,30.70140838623047,32.108689389373836,30.070558130065223,31.704297918246866,10395753
91,2008-02-14,33.386566162109375,33.726255415982585,31.380782832177644,31.380782832177644,12514003
92,2008-02-15,34.340919494628906,34.61590647543523,32.36748893510479,33.2571498572903,12080990
93,2008-02-18,34.14681625366211,35.117357791054864,33.85565532821889,35.117357791054864,6977153
94,2008-02-19,33.77476501464844,34.84235835079792,33.51595417649661,34.761480100998156,7226542
95,2008-02-20,32.93364334106445,33.467441316859514,32.561604122692835,33.45126522172079,5604999
96,2008-02-21,33.16010665893555,33.72625467157349,32.75571522133701,33.46744371271764,3874365
97,2008-02-22,32.73953628540039,32.949818937127326,31.7204686346618,32.060157851574665,2691220
98,2008-02-25,33.01451873779297,33.41891011110396,32.22191208489615,33.12774919990549,6270186
99,2008-02-26,33.14392852783203,33.61302212785445,32.98217196272335,33.32186118824435,7139423
100,2008-02-27,35.08500671386719,36.81580061478634,33.629197652588985,33.629197652588985,43223132
101,2008-02-28,36.07172393798828,36.34671098497127,34.93942794635183,35.424697657053166,35763847
102,2008-02-29,35.55409622192383,36.55698767096812,34.97177441947337,35.84525931711259,16477462
103,2008-03-03,34.065940856933594,35.19823904735402,33.67772552551271,34.00123866735743,10049153
104,2008-03-04,33.19245910644531,34.42180960623692,32.35132617056146,34.29240521424375,11485198
105,2008-03-05,33.807132720947266,33.96888929484722,32.383673554249256,33.35421299764901,8581053
106,2008-03-07,32.07633590698242,33.321862380468566,30.733755052165794,33.321862380468566,14251925
107,2008-03-10,31.962522506713867,32.19012899159054,30.12541034403679,32.12509888235195,11713659
108,2008-03-11,34.596275329589844,34.9214282186057,30.95456341362911,31.70241329429825,19665129
109,2008-03-12,33.718353271484375,35.76681632407921,33.39320047599578,35.539209808253894,12262350
110,2008-03-13,29.08492660522461,33.16559723800957,28.288302618561914,32.8404444103853,47000084
111,2008-03-14,31.08461570739746,31.214675947582073,29.296275276899312,29.89780664410763,35798540
112,2008-03-17,29.865297317504883,30.499344945616325,29.231249689393437,30.499344945616325,19211273
113,2008-03-18,30.125411987304688,30.71068741254379,29.328785939157484,29.816515092676177,12632937
114,2008-03-19,30.304243087768555,33.75086073370582,30.10915056598133,31.53982170881067,16449023
115,2008-03-24,30.59688949584961,31.442287755101706,29.93032573817974,31.442287755101706,11636914
116,2008-03-25,31.751182556152344,31.946272935823107,30.82449608619384,31.393513552463563,13232423
117,2008-03-26,31.556095123291016,32.32020529906503,31.214684146773177,31.539837037726517,11448313
118,2008-03-27,32.1251106262207,32.43400761692208,31.08462188278563,31.08462188278563,17425122
119,2008-03-28,32.19013214111328,32.43399893351386,31.344736228130575,32.27142033688566,11599511
120,2008-03-31,31.962522506713867,32.33644949373139,31.539823489038202,32.19012899159054,9914705
121,2008-04-01,32.027557373046875,32.482772615497154,31.621116373582456,32.190133772832645,6034588
122,2008-04-02,32.54780578613281,33.49075031635249,32.190136791035044,32.190136791035044,6087024
123,2008-04-03,32.287689208984375,32.775418546638676,32.02756645455191,32.629100186359224,3883474
124,2008-04-04,32.1251106262207,32.499037749933514,31.50732105498601,32.499037749933514,5906537
125,2008-04-07,31.995037078857422,32.320189814025696,31.62111011036404,32.173871524216594,4088729
126,2008-04-08,31.18215560913086,32.011295534616934,30.954549132842143,31.9462632227489,5753811
127,2008-04-09,31.263446807861328,31.539825339612435,30.90577787843831,31.279704887395713,3776374
128,2008-04-10,31.881235122680664,32.10884161329572,31.100869381976658,31.21467152474255,7075297
129,2008-04-11,32.027557373046875,32.35271017261841,31.70240457347534,32.190133772832645,4012660
130,2008-04-15,32.51529312133789,32.677869542842906,31.279711876883027,31.8324712689833,6362785
131,2008-04-16,32.076332092285156,33.06804858671953,31.94626964747531,32.840442064656784,4725794
132,2008-04-17,33.311920166015625,34.0760280933189,32.20639907649602,32.56406811826967,14831167
133,2008-04-21,33.848411560058594,34.433686999278876,33.490744828650875,33.81589760543065,7639361
134,2008-04-22,34.40117645263672,34.79136161250374,33.490750293170336,33.815903123003686,8814769
135,2008-04-23,34.43369674682617,34.84013783285691,33.97848361250536,34.46621291574224,5265604
136,2008-04-24,33.21437454223633,34.856397022899394,32.921737833045874,34.79136688808864,8801780
137,2008-04-25,33.49073791503906,33.96220890302563,33.035522798469,33.815890624696415,4095990
138,2008-04-28,33.62080764770508,34.271113251368604,33.4907474090058,33.52326136613884,4708244
139,2008-04-29,34.0922737121582,34.417426465757394,33.65331881784924,33.81589519464883,6497143
140,2008-04-30,34.319881439208984,34.75883855446801,34.141049182331834,34.433685789115636,6331377
